MaSo,MaQuanHuyen,Ten,DonVi,EnglishName
23668,625,Kông Lơng Khơng,Xã,KongLongKhong
23674,625,Kông Bơ La,Xã,KongBoLa
23677,626,Đăk Đoa,Thị trấn,DakDoa
23680,626,Hà Đông,Xã,HaDong
23683,626,Đăk Sơmei,Xã,DakSomei
23684,626,Đăk Krong,Xã,DakKrong
23686,626,Hải Yang,Xã,HaiYang
23689,626,Kon Gang,Xã,KonGang
23692,626,Hà Bầu,Xã,HaBau
23695,626,Nam Yang,Xã,NamYang
23698,626,K Dang,Xã,KDang
23701,626,H Neng,Xã,HNeng
23704,626,Tân Bình,Xã,TanBinh
23707,626,Glar,Xã,Glar
23710,626,A Dơk,Xã,ADok
23713,626,Trang,Xã,Trang
23714,626,HNol,Xã,HNol
23716,626,Ia Pết,Xã,IaPet
23719,626,Ia Băng,Xã,IaBang
23722,627,Phú Hòa,Thị trấn,PhuHoa
23725,627,Hà Tây,Xã,HaTay
23728,627,Ia Khươl,Xã,IaKhuol
23731,627,Ia Phí,Xã,IaPhi
23734,627,Ia Ly,Thị trấn,IaLy
23737,627,Ia Mơ Nông,Xã,IaMoNong
23738,627,Ia Kreng,Xã,IaKreng
23740,627,Đăk Tơ Ver,Xã,DakToVer
23743,627,Hòa Phú,Xã,HoaPhu
23746,627,Chư Đăng Ya,Xã,ChuDangYa
23749,627,Ia Ka,Xã,IaKa
23752,627,Ia Nhin,Xã,IaNhin
23755,627,Nghĩa Hòa,Xã,NghiaHoa
23761,627,Nghĩa Hưng,Xã,NghiaHung
23764,628,Ia Kha,Thị trấn,IaKha
23767,628,Ia Sao,Xã,IaSao
23768,628,Ia Yok,Xã,IaYok
23770,628,Ia Hrung,Xã,IaHrung
23771,628,Ia Bă,Xã,IaBa
23773,628,Ia Khai,Xã,IaKhai
23776,628,Ia KRai,Xã,IaKRai
23778,628,Ia Grăng,Xã,IaGrang
23779,628,Ia Tô,Xã,IaTo
23782,628,Ia O,Xã,IaO
23785,628,Ia Dêr,Xã,IaDer
23788,628,Ia Chia,Xã,IaChia
23791,628,Ia Pếch,Xã,IaPech
23794,629,Kon Dơng,Thị trấn,KonDong
23797,629,Ayun,Xã,Ayun
23798,629,Đak Jơ Ta,Xã,DakJoTa
23799,629,Đak Ta Ley,Xã,DakTaLey
23800,629,Hra,Xã,Hra
23803,629,Đăk Yă,Xã,DakYa
23806,629,Đăk Djrăng,Xã,DakDjrang
23809,629,Lơ Pang,Xã,LoPang
23812,629,Kon Thụp,Xã,KonThup
23815,629,Đê Ar,Xã,DeAr
23818,629,Kon Chiêng,Xã,KonChieng
23821,629,Đăk Trôi,Xã,DakTroi
23824,630,Kông Chro,Thị trấn,KongChro
23827,630,Chư Krêy,Xã,ChuKrey
23830,630,An Trung,Xã,AnTrung
23833,630,Kông Yang,Xã,KongYang
23836,630,Đăk Tơ Pang,Xã,DakToPang
23839,630,SRó,Xã,SRo
23840,630,Đắk Kơ Ning,Xã,DakKoNing
23842,630,Đăk Song,Xã,DakSong
23843,630,Đăk Pling,Xã,DakPling
23845,630,Yang Trung,Xã,YangTrung
23846,630,Đăk Pơ Pho,Xã,DakPoPho
23848,630,Ya Ma,Xã,YaMa
23851,630,Chơ Long,Xã,ChoLong
23854,630,Yang Nam,Xã,YangNam
23857,631,Chư Ty,Thị trấn,ChuTy
23860,631,Ia Dơk,Xã,IaDok
23863,631,Ia Krêl,Xã,IaKrel
23866,631,Ia Din,Xã,IaDin
23869,631,Ia Kla,Xã,IaKla
23872,631,Ia Dom,Xã,IaDom
23875,631,Ia Lang,Xã,IaLang
23878,631,Ia Kriêng,Xã,IaKrieng
23881,631,Ia Pnôn,Xã,IaPnon
23884,631,Ia Nan,Xã,IaNan
23887,632,Chư Prông,Thị trấn,ChuProng
23888,632,Ia Kly,Xã,IaKly
23890,632,Bình Giáo,Xã,BinhGiao
23893,632,Ia Drăng,Xã,IaDrang
23896,632,Thăng Hưng,Xã,ThangHung
23899,632,Bàu Cạn,Xã,BauCan
23902,632,Ia Phìn,Xã,IaPhin
23905,632,Ia Băng,Xã,IaBang
23908,632,Ia Tôr,Xã,IaTor
23911,632,Ia Boòng,Xã,IaBoong
23914,632,Ia O,Xã,IaO
23917,632,Ia Púch,Xã,IaPuch
23920,632,Ia Me,Xã,IaMe
23923,632,Ia Vê,Xã,IaVe
23924,632,Ia Bang,Xã,IaBang
23926,632,Ia Pia,Xã,IaPia
23929,632,Ia Ga,Xã,IaGa
23932,632,Ia Lâu,Xã,IaLau
23935,632,Ia Piơr,Xã,IaPior
23938,632,Ia Mơ,Xã,IaMo
23941,633,Chư Sê,Thị trấn,ChuSe
23942,639,Nhơn Hoà,Thị trấn,NhonHoa
23944,633,Ia Tiêm,Xã,IaTiem
23945,633,Chư Pơng,Xã,ChuPong
23946,633,Bar Măih,Xã,BarMaih
23947,633,Bờ Ngoong,Xã,BoNgoong
23950,633,Ia Glai,Xã,IaGlai
23953,633,AL Bá,Xã,ALBa
23954,633,Kông HTok,Xã,KongHTok
23956,633,AYun,Xã,AYun
23959,633,Ia HLốp,Xã,IaHLop
23962,633,Ia Blang,Xã,IaBlang
23965,633,Dun,Xã,Dun
23966,633,Ia Pal,Xã,IaPal
23968,633,H Bông,Xã,HBong
23971,639,Ia Hrú,Xã,IaHru
23972,639,Ia Rong,Xã,IaRong
23974,639,Ia Dreng,Xã,IaDreng
23977,633,Ia Ko,Xã,IaKo
23978,639,Ia Hla,Xã,IaHla
23980,639,Chư Don,Xã,ChuDon
23983,639,Ia Phang,Xã,IaPhang
23986,639,Ia Le,Xã,IaLe
23987,639,Ia BLứ,Xã,IaBLu
23989,634,Hà Tam,Xã,HaTam
23992,634,An Thành,Xã,AnThanh
23995,634,Đak Pơ,Thị trấn,DakPo
23998,634,Yang Bắc,Xã,YangBac
24001,634,Cư An,Xã,CuAn
24004,634,Tân An,Xã,TanAn
24007,634,Phú An,Xã,PhuAn
24010,634,Ya Hội,Xã,YaHoi
24013,635,Pờ Tó,Xã,PoTo
24016,635,Chư Răng,Xã,ChuRang
24019,635,Ia KDăm,Xã,IaKDam
24022,635,Kim Tân,Xã,KimTan
24025,635,Chư Mố,Xã,ChuMo
24028,635,Ia Tul,Xã,IaTul
24031,635,Ia Ma Rơn,Xã,IaMaRon
24034,635,Ia Broăi,Xã,IaBroai
24037,635,Ia Trok,Xã,IaTrok
24041,624,Cheo Reo,Phường,CheoReo
24042,624,Hòa Bình,Phường,HoaBinh
24043,638,Phú Thiện,Thị trấn,PhuThien
24044,624,Đoàn Kết,Phường,DoanKet
24045,624,Sông Bờ,Phường,SongBo
24046,638,Chư A Thai,Xã,ChuAThai
24048,638,Ayun Hạ,Xã,AyunHa
24049,638,Ia Ake,Xã,IaAke
24052,638,Ia Sol,Xã,IaSol
24055,638,Ia Piar,Xã,IaPiar
24058,638,Ia Peng,Xã,IaPeng
24060,638,Chrôh Pơnan,Xã,ChrohPonan
24061,638,Ia Hiao,Xã,IaHiao
24064,624,Ia RBol,Xã,IaRBol
24065,624,Chư Băh,Xã,ChuBah
24067,638,Ia Yeng,Xã,IaYeng
24070,624,Ia RTô,Xã,IaRTo
24073,624,Ia Sao,Xã,IaSao
24076,637,Phú Túc,Thị trấn,PhuTuc
24079,637,Ia RSai,Xã,IaRSai
24082,637,Ia RSươm,Xã,IaRSuom
24085,637,Chư Gu,Xã,ChuGu
24088,637,Đất Bằng,Xã,DatBang
24091,637,Ia Mláh,Xã,IaMlah
24094,637,Chư Drăng,Xã,ChuDrang
24097,637,Phú Cần,Xã,PhuCan
24100,637,Ia HDreh,Xã,IaHDreh
24103,637,Ia RMok,Xã,IaRMok
24106,637,Chư Ngọc,Xã,ChuNgoc
24109,637,Uar,Xã,Uar
24112,637,Chư Rcăm,Xã,ChuRcam
24115,637,Krông Năng,Xã,KrongNang
24118,643,Tân Lập,Phường,TanLap
24121,643,Tân Hòa,Phường,TanHoa
24124,643,Tân An,Phường,TanAn
24130,643,Thành Nhất,Phường,ThanhNhat
24133,643,Thành Công,Phường,ThanhCong
24136,643,Tân Lợi,Phường,TanLoi
24142,643,Tân Thành,Phường,TanThanh
24145,643,Tân Tiến,Phường,TanTien
24148,643,Tự An,Phường,TuAn
24151,643,Ea Tam,Phường,EaTam
24154,643,Khánh Xuân,Phường,KhanhXuan
24157,643,Hòa Thuận,Xã,HoaThuan
24160,643,Cư ÊBur,Xã,CuEBur
24163,643,Ea Tu,Xã,EaTu
24166,643,Hòa Thắng,Xã,HoaThang
24169,643,Ea Kao,Xã,EaKao
24172,643,Hòa Phú,Xã,HoaPhu
24175,643,Hòa Khánh,Xã,HoaKhanh
24178,643,Hòa Xuân,Xã,HoaXuan
24181,645,Ea Drăng,Thị trấn,EaDrang
24184,645,Ea Hleo,Xã,EaHleo
24187,645,Ea Sol,Xã,EaSol
24190,645,Ea Ral,Xã,EaRal
24193,645,Ea Wy,Xã,EaWy
24194,645,Cư A Mung,Xã,CuAMung
24196,645,Cư Mốt,Xã,CuMot
24199,645,Ea Hiao,Xã,EaHiao
24202,645,Ea Khal,Xã,EaKhal
24205,645,Dliê Yang,Xã,DlieYang
24207,645,Ea Tir,Xã,EaTir
24208,645,Ea Nam,Xã,EaNam
24211,646,Ea Súp,Thị trấn,EaSup
24214,646,Ia Lốp,Xã,IaLop
24215,646,Ia JLơi,Xã,IaJLoi
24217,646,Ea Rốk,Xã,EaRok
24220,646,Ya Tờ Mốt,Xã,YaToMot
24221,646,Ia RVê,Xã,IaRVe
24223,646,Ea Lê,Xã,EaLe
24226,646,Cư KBang,Xã,CuKBang
24229,646,Ea Bung,Xã,EaBung
24232,646,Cư Mlan,Xã,CuMlan
24235,647,Krông Na,Xã,KrongNa
24238,647,Ea Huar,Xã,EaHuar
24241,647,Ea Wer,Xã,EaWer
24244,647,Tân Hoà,Xã,TanHoa
24247,647,Cuôr KNia,Xã,CuorKNia
24250,647,Ea Bar,Xã,EaBar
24253,647,Ea Nuôl,Xã,EaNuol
24256,648,Ea Pốk,Thị trấn,EaPok
24259,648,Quảng Phú,Thị trấn,QuangPhu
24262,648,Quảng Tiến,Xã,QuangTien
24264,648,Ea Kuêh,Xã,EaKueh
24265,648,Ea Kiết,Xã,EaKiet
24268,648,Ea Tar,Xã,EaTar
24271,648,Cư Dliê Mnông,Xã,CuDlieMnong
24274,648,Ea Hđinh,Xã,EaHdinh
24277,648,Ea Tul,Xã,EaTul
24280,648,Ea KPam,Xã,EaKPam
24283,648,Ea MDRóh,Xã,EaMDRoh
24286,648,Quảng Hiệp,Xã,QuangHiep
24289,648,Cư Mgar,Xã,CuMgar
24292,648,Ea DRơng,Xã,EaDRong
24295,648,Ea Mnang,Xã,EaMnang
24298,648,Cư Suê,Xã,CuSue
24301,648,Cuor Đăng,Xã,CuorDang
24305,644,An Lạc,Phường,AnLac
24307,649,Cư Né,Xã,CuNe
24308,644,An Bình,Phường,AnBinh
24310,649,Chư KBô,Xã,ChuKBo
24311,644,Thiện An,Phường,ThienAn
24313,649,Cư Pơng,Xã,CuPong
24314,649,Ea Sin,Xã,EaSin
24316,649,Pơng Drang,Thị trấn,PongDrang
24317,649,Tân Lập,Xã,TanLap
24318,644,Đạt Hiếu,Phường,DatHieu
24319,649,Ea Ngai,Xã,EaNgai
24322,644,Đoàn Kết,Phường,DoanKet
24328,644,Ea Drông,Xã,EaDrong
24331,644,Thống Nhất,Phường,ThongNhat
24332,644,Bình Tân,Phường,BinhTan
24334,644,Ea Siên,Xã,EaSien
24337,644,Bình Thuận,Xã,BinhThuan
24340,644,Cư Bao,Xã,CuBao
24343,650,Krông Năng,Thị trấn,KrongNang
24346,650,ĐLiê Ya,Xã,DLieYa
24349,650,Ea Tóh,Xã,EaToh
24352,650,Ea Tam,Xã,EaTam
24355,650,Phú Lộc,Xã,PhuLoc
24358,650,Tam Giang,Xã,TamGiang
24359,650,Ea Puk,Xã,EaPuk
24360,650,Ea Dăh,Xã,EaDah
24361,650,Ea Hồ,Xã,EaHo
24364,650,Phú Xuân,Xã,PhuXuan
24367,650,Cư Klông,Xã,CuKlong
24370,650,Ea Tân,Xã,EaTan
24373,651,Ea Kar,Thị trấn,EaKar
24376,651,Ea Knốp,Thị trấn,EaKnop
24379,651,Ea Sô,Xã,EaSo
24380,651,Ea Sar,Xã,EaSar
24382,651,Xuân Phú,Xã,XuanPhu
24385,651,Cư Huê,Xã,CuHue
24388,651,Ea Tih,Xã,EaTih
24391,651,Ea Đar,Xã,EaDar
24394,651,Ea Kmút,Xã,EaKmut
24397,651,Cư Ni,Xã,CuNi
24400,651,Ea Păl,Xã,EaPal
24401,651,Cư Prông,Xã,CuProng
24403,651,Ea Ô,Xã,EaO
24404,651,Cư ELang,Xã,CuELang
24406,651,Cư Bông,Xã,CuBong
24409,651,Cư Jang,Xã,CuJang
24412,652,MĐrắk,Thị trấn,MDrak
24415,652,Cư Prao,Xã,CuPrao
24418,652,Ea Pil,Xã,EaPil
24421,652,Ea Lai,Xã,EaLai
24424,652,Ea HMLay,Xã,EaHMLay
24427,652,Krông Jing,Xã,KrongJing
24430,652,Ea M Doal,Xã,EaMDoal
24433,652,Ea Riêng,Xã,EaRieng
24436,652,Cư Mta,Xã,CuMta
24439,652,Cư K Róa,Xã,CuKRoa
24442,652,Krông Á,Xã,KrongA
24444,652,Cư San,Xã,CuSan
24445,652,Ea Trang,Xã,EaTrang
24448,653,Krông Kmar,Thị trấn,KrongKmar
24451,653,Dang Kang,Xã,DangKang
24454,653,Cư KTy,Xã,CuKTy
24457,653,Hòa Thành,Xã,HoaThanh
24463,653,Hòa Phong,Xã,HoaPhong
24466,653,Hòa Lễ,Xã,HoaLe
24469,653,Yang Reh,Xã,YangReh
24472,653,Ea Trul,Xã,EaTrul
24475,653,Khuê Ngọc Điền,Xã,KhueNgocDien
24478,653,Cư Pui,Xã,CuPui
24481,653,Hòa Sơn,Xã,HoaSon
24484,653,Cư Drăm,Xã,CuDram
24487,653,Yang Mao,Xã,YangMao
24490,654,Phước An,Thị trấn,PhuocAn
24493,654,KRông Búk,Xã,KRongBuk
24496,654,Ea Kly,Xã,EaKly
24499,654,Ea Kênh,Xã,EaKenh
24502,654,Ea Phê,Xã,EaPhe
24505,654,Ea KNuec,Xã,EaKNuec
24508,654,Ea Yông,Xã,EaYong
24511,654,Hòa An,Xã,HoaAn
24514,654,Ea Kuăng,Xã,EaKuang
24517,654,Hòa Đông,Xã,HoaDong
24520,654,Ea Hiu,Xã,EaHiu
24523,654,Hòa Tiến,Xã,HoaTien
24526,654,Tân Tiến,Xã,TanTien
24529,654,Vụ Bổn,Xã,VuBon
24532,654,Ea Uy,Xã,EaUy
24535,654,Ea Yiêng,Xã,EaYieng
24538,655,Buôn Trấp,Thị trấn,BuonTrap
24540,657,Ea Ning,Xã,EaNing
24541,657,Cư Ê Wi,Xã,CuEWi
24544,657,Ea Ktur,Xã,EaKtur
24547,657,Ea Tiêu,Xã,EaTieu
24550,657,Ea BHốk,Xã,EaBHok
24553,657,Ea Hu,Xã,EaHu
24556,655,Dray Sáp,Xã,DraySap
24559,655,Ea Na,Xã,EaNa
24561,657,Dray Bhăng,Xã,DrayBhang
24562,657,Hòa Hiệp,Xã,HoaHiep
24565,655,Ea Bông,Xã,EaBong
24568,655,Băng A Drênh,Xã,BangADrenh
24571,655,Dur KMăl,Xã,DurKMal
24574,655,Bình Hòa,Xã,BinhHoa
24577,655,Quảng Điền,Xã,QuangDien
24580,656,Liên Sơn,Thị trấn,LienSon
24583,656,Yang Tao,Xã,YangTao
24586,656,Bông Krang,Xã,BongKrang
24589,656,Đắk Liêng,Xã,DakLieng
24592,656,Buôn Triết,Xã,BuonTriet
24595,656,Buôn Tría,Xã,BuonTria
24598,656,Đắk Phơi,Xã,DakPhoi
24601,656,Đắk Nuê,Xã,DakNue
24604,656,Krông Nô,Xã,KrongNo
24607,656,Nam Ka,Xã,NamKa
24610,656,Ea RBin,Xã,EaRBin
24611,660,Nghĩa Đức,Phường,NghiaDuc
24612,660,Nghĩa Thành,Phường,NghiaThanh
24614,660,Nghĩa Phú,Phường,NghiaPhu
24615,660,Nghĩa Tân,Phường,NghiaTan
24616,661,Quảng Sơn,Xã,QuangSon
24617,660,Nghĩa Trung,Phường,NghiaTrung
24618,660,Đăk RMoan,Xã,DakRMoan
24619,660,Quảng Thành,Phường,QuangThanh
24620,661,Quảng Hoà,Xã,QuangHoa
24622,661,Đắk Ha,Xã,DakHa
24625,661,Đắk RMăng,Xã,DakRMang
24628,660,Đắk Nia,Xã,DakNia
24631,661,Quảng Khê,Xã,QuangKhe
24634,661,Đắk Plao,Xã,DakPlao
24637,661,Đắk Som,Xã,DakSom
24640,662,Ea TLing,Thị trấn,EaTLing
24643,662,Đắk Wil,Xã,DakWil
24646,662,Ea Pô,Xã,EaPo
24649,662,Nam Dong,Xã,NamDong
24652,662,Đắk DRông,Xã,DakDRong
24655,662,Tâm Thắng,Xã,TamThang
24658,662,Cư Knia,Xã,CuKnia
24661,662,Trúc Sơn,Xã,TrucSon
24664,663,Đắk Mil,Thị trấn,DakMil
24667,663,Đắk Lao,Xã,DakLao
24670,663,Đắk RLa,Xã,DakRLa
24673,663,Đắk Gằn,Xã,DakGan
24676,663,Đức Mạnh,Xã,DucManh
24677,663,Đắk NDrót,Xã,DakNDrot
24678,663,Long Sơn,Xã,LongSon
24679,663,Đắk Sắk,Xã,DakSak
24682,663,Thuận An,Xã,ThuanAn
24685,663,Đức Minh,Xã,DucMinh
24688,664,Đắk Mâm,Thị trấn,DakMam
24691,664,Đắk Sôr,Xã,DakSor
24692,664,Nam Xuân,Xã,NamXuan
24694,664,Buôn Choah,Xã,BuonChoah
24697,664,Nam Đà,Xã,NamDa
24699,664,Tân Thành,Xã,TanThanh
24700,664,Đắk Drô,Xã,DakDro
24703,664,Nâm Nung,Xã,NamNung
24706,664,Đức Xuyên,Xã,DucXuyen
24709,664,Đắk Nang,Xã,DakNang
24712,664,Quảng Phú,Xã,QuangPhu
24715,664,Nâm NĐir,Xã,NamNDir
24717,665,Đức An,Thị trấn,DucAn
24718,665,Đắk Môl,Xã,DakMol
24719,665,Đắk Hòa,Xã,DakHoa
24721,665,Nam Bình,Xã,NamBinh
24722,665,Thuận Hà,Xã,ThuanHa
24724,665,Thuận Hạnh,Xã,ThuanHanh
24727,665,Đắk NDung,Xã,DakNDung
24728,665,Nâm NJang,Xã,NamNJang
24730,665,Trường Xuân,Xã,TruongXuan
24733,666,Kiến Đức,Thị trấn,KienDuc
24736,667,Quảng Trực,Xã,QuangTruc
24739,667,Đắk Búk So,Xã,DakBukSo
24740,667,Quảng Tâm,Xã,QuangTam
24742,667,Đắk RTíh,Xã,DakRTih
24745,666,Quảng Tín,Xã,QuangTin
24746,667,Đắk Ngo,Xã,DakNgo
24748,667,Quảng Tân,Xã,QuangTan
24750,666,Đắk Wer,Xã,DakWer
24751,666,Nhân Cơ,Xã,NhanCo
24754,666,Kiến Thành,Xã,KienThanh
24756,666,Nghĩa Thắng,Xã,NghiaThang
24757,666,Đạo Nghĩa,Xã,DaoNghia
24760,666,Đắk Sin,Xã,DakSin
24761,666,Hưng Bình,Xã,HungBinh
24763,666,Đắk Ru,Xã,DakRu
24766,666,Nhân Đạo,Xã,NhanDao
24769,672,7,Phường,7
24772,672,8,Phường,8
24775,672,12,Phường,12
24778,672,9,Phường,9
24781,672,2,Phường,2
24784,672,1,Phường,1
24787,672,6,Phường,6
24790,672,5,Phường,5
24793,672,4,Phường,4
24796,672,10,Phường,10
24799,672,11,Phường,11
24802,672,3,Phường,3
24805,672,Xuân Thọ,Xã,XuanTho
24808,672,Tà Nung,Xã,TaNung
24810,672,Trạm Hành,Xã,TramHanh
24811,672,Xuân Trường,Xã,XuanTruong
24814,673,Lộc Phát,Phường,LocPhat
24817,673,Lộc Tiến,Phường,LocTien
24820,673,2,Phường,2
24823,673,1,Phường,1
24826,673,Blao,Phường,Blao
24829,673,Lộc Sơn,Phường,LocSon
24832,673,Đạm Bri,Xã,DamBri
24835,673,Lộc Thanh,Xã,LocThanh
24838,673,Lộc Nga,Xã,LocNga
24841,673,Lộc Châu,Xã,LocChau
24844,673,Đại Lào,Xã,DaiLao
24846,675,Lạc Dương,Thị trấn,LacDuong
24847,675,Đạ Chais,Xã,DaChais
24848,675,Đạ Nhim,Xã,DaNhim
24850,675,Đưng KNớ,Xã,DungKNo
24853,674,Đạ Tông,Xã,DaTong
24856,674,Đạ Long,Xã,DaLong
24859,674,Đạ M Rong,Xã,DaMRong
24862,675,Lát,Xã,Lat
24865,675,Đạ Sar,Xã,DaSar
24868,676,Nam Ban,Thị trấn,NamBan
24871,676,Đinh Văn,Thị trấn,DinhVan
24874,674,Liêng Srônh,Xã,LiengSronh
24875,674,Đạ Rsal,Xã,DaRsal
24877,674,Rô Men,Xã,RoMen
24880,676,Phú Sơn,Xã,PhuSon
24883,676,Phi Tô,Xã,PhiTo
24886,674,Phi Liêng,Xã,PhiLieng
24889,674,Đạ K Nàng,Xã,DaKNang
24892,676,Mê Linh,Xã,MeLinh
24895,676,Đạ Đờn,Xã,DaDon
24898,676,Phúc Thọ,Xã,PhucTho
24901,676,Đông Thanh,Xã,DongThanh
24904,676,Gia Lâm,Xã,GiaLam
24907,676,Tân Thanh,Xã,TanThanh
24910,676,Tân Văn,Xã,TanVan
24913,676,Hoài Đức,Xã,HoaiDuc
24916,676,Tân Hà,Xã,TanHa
24919,676,Liên Hà,Xã,LienHa
24922,676,Đan Phượng,Xã,DanPhuong
24925,676,Nam Hà,Xã,NamHa
24928,677,DRan,Thị trấn,DRan
24931,677,Thạnh Mỹ,Thị trấn,ThanhMy
24934,677,Lạc Xuân,Xã,LacXuan
24937,677,Đạ Ròn,Xã,DaRon
24940,677,Lạc Lâm,Xã,LacLam
24943,677,Ka Đô,Xã,KaDo
24946,677,Quảng Lập,Xã,QuangLap
24949,677,Ka Đơn,Xã,KaDon
24952,677,Tu Tra,Xã,TuTra
24955,677,Pró,Xã,Pro
24958,678,Liên Nghĩa,Thị trấn,LienNghia
24961,678,Hiệp An,Xã,HiepAn
24964,678,Liên Hiệp,Xã,LienHiep
24967,678,Hiệp Thạnh,Xã,HiepThanh
24970,678,Bình Thạnh,Xã,BinhThanh
24973,678,NThol Hạ,Xã,NTholHa
24976,678,Tân Hội,Xã,TanHoi
24979,678,Tân Thành,Xã,TanThanh
24982,678,Phú Hội,Xã,PhuHoi
24985,678,Ninh Gia,Xã,NinhGia
24988,678,Tà Năng,Xã,TaNang
24989,678,Đa Quyn,Xã,DaQuyn
24991,678,Tà Hine,Xã,TaHine
24994,678,Đà Loan,Xã,DaLoan
24997,678,Ninh Loan,Xã,NinhLoan
25000,679,Di Linh,Thị trấn,DiLinh
25003,679,Đinh Trang Thượng,Xã,DinhTrangThuong
25006,679,Tân Thượng,Xã,TanThuong
25007,679,Tân Lâm,Xã,TanLam
25009,679,Tân Châu,Xã,TanChau
25012,679,Tân Nghĩa,Xã,TanNghia
25015,679,Gia Hiệp,Xã,GiaHiep
25018,679,Đinh Lạc,Xã,DinhLac
25021,679,Tam Bố,Xã,TamBo
25024,679,Đinh Trang Hòa,Xã,DinhTrangHoa
25027,679,Liên Đầm,Xã,LienDam
25030,679,Gung Ré,Xã,GungRe
25033,679,Bảo Thuận,Xã,BaoThuan
25036,679,Hòa Ninh,Xã,HoaNinh
25039,679,Hòa Trung,Xã,HoaTrung
25042,679,Hòa Nam,Xã,HoaNam
25045,679,Hòa Bắc,Xã,HoaBac
25048,679,Sơn Điền,Xã,SonDien
25051,679,Gia Bắc,Xã,GiaBac
25054,680,Lộc Thắng,Thị trấn,LocThang
25057,680,Lộc Bảo,Xã,LocBao
25060,680,Lộc Lâm,Xã,LocLam
25063,680,Lộc Phú,Xã,LocPhu
25066,680,Lộc Bắc,Xã,LocBac
25069,680,B Lá,Xã,BLa
25072,680,Lộc Ngãi,Xã,LocNgai
25075,680,Lộc Quảng,Xã,LocQuang
25078,680,Lộc Tân,Xã,LocTan
25081,680,Lộc Đức,Xã,LocDuc
25084,680,Lộc An,Xã,LocAn
25087,680,Tân Lạc,Xã,TanLac
25090,680,Lộc Thành,Xã,LocThanh
25093,680,Lộc Nam,Xã,LocNam
25096,681,Đạ Mri,Thị trấn,DaMri
25099,681,Ma Đa Guôi,Thị trấn,MaDaGuoi
25105,681,Hà Lâm,Xã,HaLam
25108,681,Đạ Tồn,Xã,DaTon
25111,681,Đạ Oai,Xã,DaOai
25114,681,Đạ Ploa,Xã,DaPloa
25117,681,Ma Đa Guôi,Xã,MaDaGuoi
25120,681,Đoàn Kết,Xã,DoanKet
25123,681,Phước Lộc,Xã,PhuocLoc
25126,682,Đạ Tẻh,Thị trấn,DaTeh
25129,682,An Nhơn,Xã,AnNhon
25132,682,Quốc Oai,Xã,QuocOai
25135,682,Mỹ Đức,Xã,MyDuc
25138,682,Quảng Trị,Xã,QuangTri
25141,682,Đạ Lây,Xã,DaLay
25147,682,Triệu Hải,Xã,TrieuHai
25153,682,Đạ Kho,Xã,DaKho
25156,682,Đạ Pal,Xã,DaPal
25159,683,Cát Tiên,Thị trấn,CatTien
25162,683,Tiên Hoàng,Xã,TienHoang
25165,683,Phước Cát 2,Xã,PhuocCat2
25168,683,Gia Viễn,Xã,GiaVien
25171,683,Nam Ninh,Xã,NamNinh
25180,683,Phước Cát,Thị trấn,PhuocCat
25183,683,Đức Phổ,Xã,DucPho
25189,683,Quảng Ngãi,Xã,QuangNgai
25192,683,Đồng Nai Thượng,Xã,DongNaiThuong
25195,689,Tân Phú,Phường,TanPhu
25198,689,Tân Đồng,Phường,TanDong
25201,689,Tân Bình,Phường,TanBinh
25204,689,Tân Xuân,Phường,TanXuan
25205,689,Tân Thiện,Phường,TanThien
25207,689,Tân Thành,Xã,TanThanh
25210,689,Tiến Thành,Phường,TienThanh
25213,689,Tiến Hưng,Xã,TienHung
25216,688,Thác Mơ,Phường,ThacMo
25217,688,Long Thủy,Phường,LongThuy
25219,688,Phước Bình,Phường,PhuocBinh
25220,688,Long Phước,Phường,LongPhuoc
25222,691,Bù Gia Mập,Xã,BuGiaMap
25225,691,Đak Ơ,Xã,DakO
25228,691,Đức Hạnh,Xã,DucHanh
25229,691,Phú Văn,Xã,PhuVan
25231,691,Đa Kia,Xã,DaKia
25232,691,Phước Minh,Xã,PhuocMinh
25234,691,Bình Thắng,Xã,BinhThang
25237,688,Sơn Giang,Phường,SonGiang
25240,698,Long Bình,Xã,LongBinh
25243,698,Bình Tân,Xã,BinhTan
25244,698,Bình Sơn,Xã,BinhSon
25245,688,Long Giang,Xã,LongGiang
25246,698,Long Hưng,Xã,LongHung
25249,688,Phước Tín,Xã,PhuocTin
25250,698,Phước Tân,Xã,PhuocTan
25252,698,Bù Nho,Xã,BuNho
25255,698,Long Hà,Xã,LongHa
25258,698,Long Tân,Xã,LongTan
25261,698,Phú Trung,Xã,PhuTrung
25264,698,Phú Riềng,Xã,PhuRieng
25267,691,Phú Nghĩa,Xã,PhuNghia
25270,692,Lộc Ninh,Thị trấn,LocNinh
25273,692,Lộc Hòa,Xã,LocHoa
25276,692,Lộc An,Xã,LocAn
25279,692,Lộc Tấn,Xã,LocTan
25280,692,Lộc Thạnh,Xã,LocThanh
25282,692,Lộc Hiệp,Xã,LocHiep
25285,692,Lộc Thiện,Xã,LocThien
25288,692,Lộc Thuận,Xã,LocThuan
25291,692,Lộc Quang,Xã,LocQuang
25292,692,Lộc Phú,Xã,LocPhu
25294,692,Lộc Thành,Xã,LocThanh
25297,692,Lộc Thái,Xã,LocThai
25300,692,Lộc Điền,Xã,LocDien
25303,692,Lộc Hưng,Xã,LocHung
25305,692,Lộc Thịnh,Xã,LocThinh
