MaSo,MaQuanHuyen,Ten,DonVi,EnglishName
9967,276,Phú Kim,Xã,PhuKim
9970,276,Hương Ngải,Xã,HuongNgai
9973,276,Canh Nậu,Xã,CanhNau
9976,276,Kim Quan,Xã,KimQuan
9979,276,Dị Nậu,Xã,DiNau
9982,276,Bình Yên,Xã,BinhYen
9985,276,Chàng Sơn,Xã,ChangSon
9988,276,Thạch Hoà,Xã,ThachHoa
9991,276,Cần Kiệm,Xã,CanKiem
9994,276,Hữu Bằng,Xã,HuuBang
9997,276,Phùng Xá,Xã,PhungXa
10000,276,Tân Xã,Xã,TanXa
10003,276,Thạch Xá,Xã,ThachXa
10006,276,Bình Phú,Xã,BinhPhu
10009,276,Hạ Bằng,Xã,HaBang
10012,276,Đồng Trúc,Xã,DongTruc
10015,277,Chúc Sơn,Thị trấn,ChucSon
10018,277,Xuân Mai,Thị trấn,XuanMai
10021,277,Phụng Châu,Xã,PhungChau
10024,277,Tiên Phương,Xã,TienPhuong
10027,277,Đông Sơn,Xã,DongSon
10030,277,Đông Phương Yên,Xã,DongPhuongYen
10033,277,Phú Nghĩa,Xã,PhuNghia
10039,277,Trường Yên,Xã,TruongYen
10042,277,Ngọc Hòa,Xã,NgocHoa
10045,277,Thủy Xuân Tiên,Xã,ThuyXuanTien
10048,277,Thanh Bình,Xã,ThanhBinh
10051,277,Trung Hòa,Xã,TrungHoa
10054,277,Đại Yên,Xã,DaiYen
10057,277,Thụy Hương,Xã,ThuyHuong
10060,277,Tốt Động,Xã,TotDong
10063,277,Lam Điền,Xã,LamDien
10066,277,Tân Tiến,Xã,TanTien
10069,277,Nam Phương Tiến,Xã,NamPhuongTien
10072,277,Hợp Đồng,Xã,HopDong
10075,277,Hoàng Văn Thụ,Xã,HoangVanThu
10078,277,Hoàng Diệu,Xã,HoangDieu
10081,277,Hữu Văn,Xã,HuuVan
10084,277,Quảng Bị,Xã,QuangBi
10087,277,Mỹ Lương,Xã,MyLuong
10090,277,Thượng Vực,Xã,ThuongVuc
10093,277,Hồng Phong,Xã,HongPhong
10096,277,Đồng Phú,Xã,DongPhu
10099,277,Trần Phú,Xã,TranPhu
10102,277,Văn Võ,Xã,VanVo
10105,277,Đồng Lạc,Xã,DongLac
10108,277,Hòa Chính,Xã,HoaChinh
10111,277,Phú Nam An,Xã,PhuNamAn
10114,278,Kim Bài,Thị trấn,KimBai
10117,268,Đồng Mai,Phường,DongMai
10120,278,Cự Khê,Xã,CuKhe
10123,268,Biên Giang,Phường,BienGiang
10126,278,Bích Hòa,Xã,BichHoa
10129,278,Mỹ Hưng,Xã,MyHung
10132,278,Cao Viên,Xã,CaoVien
10135,278,Bình Minh,Xã,BinhMinh
10138,278,Tam Hưng,Xã,TamHung
10141,278,Thanh Cao,Xã,ThanhCao
10144,278,Thanh Thùy,Xã,ThanhThuy
10147,278,Thanh Mai,Xã,ThanhMai
10150,278,Thanh Văn,Xã,ThanhVan
10153,278,Đỗ Động,Xã,DoDong
10156,278,Kim An,Xã,KimAn
10159,278,Kim Thư,Xã,KimThu
10162,278,Phương Trung,Xã,PhuongTrung
10165,278,Tân Ước,Xã,TanUoc
10168,278,Dân Hòa,Xã,DanHoa
10171,278,Liên Châu,Xã,LienChau
10174,278,Cao Dương,Xã,CaoDuong
10177,278,Xuân Dương,Xã,XuanDuong
10180,278,Hồng Dương,Xã,HongDuong
10183,279,Thường Tín,Thị trấn,ThuongTin
10186,279,Ninh Sở,Xã,NinhSo
10189,279,Nhị Khê,Xã,NhiKhe
10192,279,Duyên Thái,Xã,DuyenThai
10195,279,Khánh Hà,Xã,KhanhHa
10198,279,Hòa Bình,Xã,HoaBinh
10201,279,Văn Bình,Xã,VanBinh
10204,279,Hiền Giang,Xã,HienGiang
10207,279,Hồng Vân,Xã,HongVan
10210,279,Vân Tảo,Xã,VanTao
10213,279,Liên Phương,Xã,LienPhuong
10216,279,Văn Phú,Xã,VanPhu
10219,279,Tự Nhiên,Xã,TuNhien
10222,279,Tiền Phong,Xã,TienPhong
10225,279,Hà Hồi,Xã,HaHoi
10228,279,Thư Phú,Xã,ThuPhu
10231,279,Nguyễn Trãi,Xã,NguyenTrai
10234,279,Quất Động,Xã,QuatDong
10237,279,Chương Dương,Xã,ChuongDuong
10240,279,Tân Minh,Xã,TanMinh
10243,279,Lê Lợi,Xã,LeLoi
10246,279,Thắng Lợi,Xã,ThangLoi
10249,279,Dũng Tiến,Xã,DungTien
10252,279,Thống Nhất,Xã,ThongNhat
10255,279,Nghiêm Xuyên,Xã,NghiemXuyen
10258,279,Tô Hiệu,Xã,ToHieu
10261,279,Văn Tự,Xã,VanTu
10264,279,Vạn Điểm,Xã,VanDiem
10267,279,Minh Cường,Xã,MinhCuong
10270,280,Phú Minh,Thị trấn,PhuMinh
10273,280,Phú Xuyên,Thị trấn,PhuXuyen
10276,280,Hồng Minh,Xã,HongMinh
10279,280,Phượng Dực,Xã,PhuongDuc
10282,280,Nam Tiến,Xã,NamTien
10288,280,Tri Trung,Xã,TriTrung
10291,280,Đại Thắng,Xã,DaiThang
10294,280,Phú Túc,Xã,PhuTuc
10297,280,Văn Hoàng,Xã,VanHoang
10300,280,Hồng Thái,Xã,HongThai
10303,280,Hoàng Long,Xã,HoangLong
10306,280,Quang Trung,Xã,QuangTrung
10309,280,Nam Phong,Xã,NamPhong
10312,280,Nam Triều,Xã,NamTrieu
10315,280,Tân Dân,Xã,TanDan
10318,280,Sơn Hà,Xã,SonHa
10321,280,Chuyên Mỹ,Xã,ChuyenMy
10324,280,Khai Thái,Xã,KhaiThai
10327,280,Phúc Tiến,Xã,PhucTien
10330,280,Vân Từ,Xã,VanTu
10333,280,Tri Thủy,Xã,TriThuy
10336,280,Đại Xuyên,Xã,DaiXuyen
10339,280,Phú Yên,Xã,PhuYen
10342,280,Bạch Hạ,Xã,BachHa
10345,280,Quang Lãng,Xã,QuangLang
10348,280,Châu Can,Xã,ChauCan
10351,280,Minh Tân,Xã,MinhTan
10354,281,Vân Đình,Thị trấn,VanDinh
10357,281,Viên An,Xã,VienAn
10360,281,Viên Nội,Xã,VienNoi
10363,281,Hoa Sơn,Xã,HoaSon
10366,281,Quảng Phú Cầu,Xã,QuangPhuCau
10369,281,Trường Thịnh,Xã,TruongThinh
10372,281,Cao Thành,Xã,CaoThanh
10375,281,Liên Bạt,Xã,LienBat
10378,281,Sơn Công,Xã,SonCong
10381,281,Đồng Tiến,Xã,DongTien
10384,281,Phương Tú,Xã,PhuongTu
10387,281,Trung Tú,Xã,TrungTu
10390,281,Đồng Tân,Xã,DongTan
10393,281,Tảo Dương Văn,Xã,TaoDuongVan
10396,281,Vạn Thái,Xã,VanThai
10399,281,Minh Đức,Xã,MinhDuc
10402,281,Hòa Lâm,Xã,HoaLam
10405,281,Hòa Xá,Xã,HoaXa
10408,281,Trầm Lộng,Xã,TramLong
10411,281,Kim Đường,Xã,KimDuong
10414,281,Hòa Nam,Xã,HoaNam
10417,281,Hòa Phú,Xã,HoaPhu
10420,281,Đội Bình,Xã,DoiBinh
10423,281,Đại Hùng,Xã,DaiHung
10426,281,Đông Lỗ,Xã,DongLo
10429,281,Phù Lưu,Xã,PhuLuu
10432,281,Đại Cường,Xã,DaiCuong
10435,281,Lưu Hoàng,Xã,LuuHoang
10438,281,Hồng Quang,Xã,HongQuang
10441,282,Đại Nghĩa,Thị trấn,DaiNghia
10444,282,Đồng Tâm,Xã,DongTam
10447,282,Thượng Lâm,Xã,ThuongLam
10450,282,Tuy Lai,Xã,TuyLai
10453,282,Phúc Lâm,Xã,PhucLam
10456,282,Mỹ Thành,Xã,MyThanh
10459,282,Bột Xuyên,Xã,BotXuyen
10462,282,An Mỹ,Xã,AnMy
10465,282,Hồng Sơn,Xã,HongSon
10468,282,Lê Thanh,Xã,LeThanh
10471,282,Xuy Xá,Xã,XuyXa
10474,282,Phùng Xá,Xã,PhungXa
10477,282,Phù Lưu Tế,Xã,PhuLuuTe
10480,282,Đại Hưng,Xã,DaiHung
10483,282,Vạn Kim,Xã,VanKim
10486,282,Đốc Tín,Xã,DocTin
10489,282,Hương Sơn,Xã,HuongSon
10492,282,Hùng Tiến,Xã,HungTien
10495,282,An Tiến,Xã,AnTien
10498,282,Hợp Tiến,Xã,HopTien
10501,282,Hợp Thanh,Xã,HopThanh
10504,282,An Phú,Xã,AnPhu
10507,288,Cẩm Thượng,Phường,CamThuong
10510,288,Bình Hàn,Phường,BinhHan
10513,288,Ngọc Châu,Phường,NgocChau
10514,288,Nhị Châu,Phường,NhiChau
10516,288,Quang Trung,Phường,QuangTrung
10519,288,Nguyễn Trãi,Phường,NguyenTrai
10522,288,Phạm Ngũ Lão,Phường,PhamNguLao
10525,288,Trần Hưng Đạo,Phường,TranHungDao
10528,288,Trần Phú,Phường,TranPhu
10531,288,Thanh Bình,Phường,ThanhBinh
10532,288,Tân Bình,Phường,TanBinh
10534,288,Lê Thanh Nghị,Phường,LeThanhNghi
10537,288,Hải Tân,Phường,HaiTan
10540,288,Tứ Minh,Phường,TuMinh
10543,288,Việt Hoà,Phường,VietHoa
10546,290,Phả Lại,Phường,PhaLai
10549,290,Sao Đỏ,Phường,SaoDo
10552,290,Bến Tắm,Phường,BenTam
10555,290,Hoàng Hoa Thám,Xã,HoangHoaTham
10558,290,Bắc An,Xã,BacAn
10561,290,Hưng Đạo,Xã,HungDao
10564,290,Lê Lợi,Xã,LeLoi
10567,290,Hoàng Tiến,Phường,HoangTien
10570,290,Cộng Hoà,Phường,CongHoa
10573,290,Hoàng Tân,Phường,HoangTan
10576,290,Cổ Thành,Phường,CoThanh
10579,290,Văn An,Phường,VanAn
10582,290,Chí Minh,Phường,ChiMinh
10585,290,Văn Đức,Phường,VanDuc
10588,290,Thái Học,Phường,ThaiHoc
10591,290,Nhân Huệ,Xã,NhanHue
10594,290,An Lạc,Phường,AnLac
10600,290,Đồng Lạc,Phường,DongLac
10603,290,Tân Dân,Phường,TanDan
10606,291,Nam Sách,Thị trấn,NamSach
10609,291,Nam Hưng,Xã,NamHung
10612,291,Nam Tân,Xã,NamTan
10615,291,Hợp Tiến,Xã,HopTien
10618,291,Hiệp Cát,Xã,HiepCat
10621,291,Thanh Quang,Xã,ThanhQuang
10624,291,Quốc Tuấn,Xã,QuocTuan
10627,291,Nam Chính,Xã,NamChinh
10630,291,An Bình,Xã,AnBinh
10633,291,Nam Trung,Xã,NamTrung
10636,291,An Sơn,Xã,AnSon
10639,291,Cộng Hòa,Xã,CongHoa
10642,291,Thái Tân,Xã,ThaiTan
10645,291,An Lâm,Xã,AnLam
10648,291,Phú Điền,Xã,PhuDien
10651,291,Nam Hồng,Xã,NamHong
10654,291,Hồng Phong,Xã,HongPhong
10657,291,Đồng Lạc,Xã,DongLac
10660,288,Ái Quốc,Phường,AiQuoc
10663,288,An Thượng,Xã,AnThuong
10666,291,Minh Tân,Xã,MinhTan
10672,288,Nam Đồng,Phường,NamDong
10675,292,An Lưu,Phường,AnLuu
10678,292,Bạch Đằng,Xã,BachDang
10681,292,Thất Hùng,Phường,ThatHung
10684,292,Lê Ninh,Xã,LeNinh
10687,292,Hoành Sơn,Xã,HoanhSon
10693,292,Phạm Thái,Phường,PhamThai
10696,292,Duy Tân,Phường,DuyTan
10699,292,Tân Dân,Phường,TanDan
10702,292,Minh Tân,Phường,MinhTan
10705,292,Quang Thành,Xã,QuangThanh
10708,292,Hiệp Hòa,Xã,HiepHoa
10714,292,Phú Thứ,Phường,PhuThu
10717,292,Thăng Long,Xã,ThangLong
10720,292,Lạc Long,Xã,LacLong
10723,292,An Sinh,Phường,AnSinh
10726,292,Hiệp Sơn,Phường,HiepSon
10729,292,Thượng Quận,Xã,ThuongQuan
10732,292,An Phụ,Phường,AnPhu
10735,292,Hiệp An,Phường,HiepAn
10738,292,Long Xuyên,Phường,LongXuyen
10741,292,Thái Thịnh,Phường,ThaiThinh
10744,292,Hiến Thành,Phường,HienThanh
10747,292,Minh Hòa,Xã,MinhHoa
10750,293,Phú Thái,Thị trấn,PhuThai
10753,293,Lai Vu,Xã,LaiVu
10756,293,Cộng Hòa,Xã,CongHoa
10759,293,Thượng Vũ,Xã,ThuongVu
10762,293,Cổ Dũng,Xã,CoDung
10768,293,Tuấn Việt,Xã,TuanViet
10771,293,Kim Xuyên,Xã,KimXuyen
10774,293,Phúc Thành A,Xã,PhucThanhA
10777,293,Ngũ Phúc,Xã,NguPhuc
10780,293,Kim Anh,Xã,KimAnh
10783,293,Kim Liên,Xã,KimLien
10786,293,Kim Tân,Xã,KimTan
10792,293,Kim Đính,Xã,KimDinh
10798,293,Bình Dân,Xã,BinhDan
10801,293,Tam Kỳ,Xã,TamKy
10804,293,Đồng Cẩm,Xã,DongCam
10807,293,Liên Hòa,Xã,LienHoa
10810,293,Đại Đức,Xã,DaiDuc
10813,294,Thanh Hà,Thị trấn,ThanhHa
10816,294,Hồng Lạc,Xã,HongLac
10819,294,Việt Hồng,Xã,VietHong
10822,288,Quyết Thắng,Xã,QuyetThang
10825,294,Tân Việt,Xã,TanViet
10828,294,Cẩm Chế,Xã,CamChe
10831,294,Thanh An,Xã,ThanhAn
10834,294,Thanh Lang,Xã,ThanhLang
10837,288,Tiền Tiến,Xã,TienTien
10840,294,Tân An,Xã,TanAn
10843,294,Liên Mạc,Xã,LienMac
10846,294,Thanh Hải,Xã,ThanhHai
10849,294,Thanh Khê,Xã,ThanhKhe
10852,294,Thanh Xá,Xã,ThanhXa
10855,294,Thanh Xuân,Xã,ThanhXuan
10861,294,Thanh Thủy,Xã,ThanhThuy
10864,294,An Phượng,Xã,AnPhuong
10867,294,Thanh Sơn,Xã,ThanhSon
10876,294,Thanh Quang,Xã,ThanhQuang
10879,294,Thanh Hồng,Xã,ThanhHong
10882,294,Thanh Cường,Xã,ThanhCuong
10885,294,Vĩnh Lập,Xã,VinhLap
10888,295,Cẩm Giang,Thị trấn,CamGiang
10891,295,Lai Cách,Thị trấn,LaiCach
10894,295,Cẩm Hưng,Xã,CamHung
10897,295,Cẩm Hoàng,Xã,CamHoang
10900,295,Cẩm Văn,Xã,CamVan
10903,295,Ngọc Liên,Xã,NgocLien
10906,295,Thạch Lỗi,Xã,ThachLoi
10909,295,Cẩm Vũ,Xã,CamVu
10912,295,Đức Chính,Xã,DucChinh
10918,295,Định Sơn,Xã,DinhSon
10924,295,Lương Điền,Xã,LuongDien
10927,295,Cao An,Xã,CaoAn
10930,295,Tân Trường,Xã,TanTruong
10933,295,Cẩm Phúc,Xã,CamPhuc
10936,295,Cẩm Điền,Xã,CamDien
10939,295,Cẩm Đông,Xã,CamDong
10942,295,Cẩm Đoài,Xã,CamDoai
10945,296,Kẻ Sặt,Thị trấn,KeSat
10951,296,Vĩnh Hưng,Xã,VinhHung
10954,296,Hùng Thắng,Xã,HungThang
10960,296,Vĩnh Hồng,Xã,VinhHong
10963,296,Long Xuyên,Xã,LongXuyen
10966,296,Tân Việt,Xã,TanViet
10969,296,Thúc Kháng,Xã,ThucKhang
10972,296,Tân Hồng,Xã,TanHong
10975,296,Bình Minh,Xã,BinhMinh
10978,296,Hồng Khê,Xã,HongKhe
10981,296,Thái Học,Xã,ThaiHoc
10984,296,Cổ Bì,Xã,CoBi
10987,296,Nhân Quyền,Xã,NhanQuyen
10990,296,Thái Dương,Xã,ThaiDuong
10993,296,Thái Hòa,Xã,ThaiHoa
10996,296,Bình Xuyên,Xã,BinhXuyen
10999,297,Gia Lộc,Thị trấn,GiaLoc
11002,288,Thạch Khôi,Phường,ThachKhoi
11005,288,Liên Hồng,Xã,LienHong
11008,297,Thống Nhất,Xã,ThongNhat
11011,288,Tân Hưng,Phường,TanHung
11017,288,Gia Xuyên,Xã,GiaXuyen
11020,297,Yết Kiêu,Xã,YetKieu
11029,297,Gia Tân,Xã,GiaTan
11032,297,Tân Tiến,Xã,TanTien
11035,297,Gia Khánh,Xã,GiaKhanh
11038,297,Gia Lương,Xã,GiaLuong
11041,297,Lê Lợi,Xã,LeLoi
11044,297,Toàn Thắng,Xã,ToanThang
11047,297,Hoàng Diệu,Xã,HoangDieu
11050,297,Hồng Hưng,Xã,HongHung
11053,297,Phạm Trấn,Xã,PhamTran
11056,297,Đoàn Thượng,Xã,DoanThuong
11059,297,Thống Kênh,Xã,ThongKenh
11062,297,Quang Minh,Xã,QuangMinh
11065,297,Đồng Quang,Xã,DongQuang
11068,297,Nhật Tân,Xã,NhatTan
11071,297,Đức Xương,Xã,DucXuong
11074,298,Tứ Kỳ,Thị trấn,TuKy
11077,288,Ngọc Sơn,Xã,NgocSon
11083,298,Đại Sơn,Xã,DaiSon
11086,298,Hưng Đạo,Xã,HungDao
11089,298,Ngọc Kỳ,Xã,NgocKy
11092,298,Bình Lăng,Xã,BinhLang
11095,298,Chí Minh,Xã,ChiMinh
11098,298,Tái Sơn,Xã,TaiSon
11101,298,Quang Phục,Xã,QuangPhuc
11110,298,Dân Chủ,Xã,DanChu
11113,298,Tân Kỳ,Xã,TanKy
11116,298,Quang Khải,Xã,QuangKhai
11119,298,Đại Hợp,Xã,DaiHop
11122,298,Quảng Nghiệp,Xã,QuangNghiep
11125,298,An Thanh,Xã,AnThanh
11128,298,Minh Đức,Xã,MinhDuc
11131,298,Văn Tố,Xã,VanTo
11134,298,Quang Trung,Xã,QuangTrung
11137,298,Phượng Kỳ,Xã,PhuongKy
11140,298,Cộng Lạc,Xã,CongLac
11143,298,Tiên Động,Xã,TienDong
11146,298,Nguyên Giáp,Xã,NguyenGiap
11149,298,Hà Kỳ,Xã,HaKy
11152,298,Hà Thanh,Xã,HaThanh
11155,299,Ninh Giang,Thị trấn,NinhGiang
11161,299,Ứng Hoè,Xã,UngHoe
11164,299,Nghĩa An,Xã,NghiaAn
11167,299,Hồng Đức,Xã,HongDuc
11173,299,An Đức,Xã,AnDuc
11176,299,Vạn Phúc,Xã,VanPhuc
11179,299,Tân Hương,Xã,TanHuong
11185,299,Vĩnh Hòa,Xã,VinhHoa
11188,299,Đông Xuyên,Xã,DongXuyen
11197,299,Tân Phong,Xã,TanPhong
11200,299,Ninh Hải,Xã,NinhHai
11203,299,Đồng Tâm,Xã,DongTam
11206,299,Tân Quang,Xã,TanQuang
11209,299,Kiến Quốc,Xã,KienQuoc
11215,299,Hồng Dụ,Xã,HongDu
11218,299,Văn Hội,Xã,VanHoi
11224,299,Hồng Phong,Xã,HongPhong
11227,299,Hiệp Lực,Xã,HiepLuc
11230,299,Hồng Phúc,Xã,HongPhuc
11233,299,Hưng Long,Xã,HungLong
11239,300,Thanh Miện,Thị trấn,ThanhMien
11242,300,Thanh Tùng,Xã,ThanhTung
11245,300,Phạm Kha,Xã,PhamKha
11248,300,Ngô Quyền,Xã,NgoQuyen
11251,300,Đoàn Tùng,Xã,DoanTung
11254,300,Hồng Quang,Xã,HongQuang
11257,300,Tân Trào,Xã,TanTrao
11260,300,Lam Sơn,Xã,LamSon
11263,300,Đoàn Kết,Xã,DoanKet
11266,300,Lê Hồng,Xã,LeHong
11269,300,Tứ Cường,Xã,TuCuong
11275,300,Ngũ Hùng,Xã,NguHung
11278,300,Cao Thắng,Xã,CaoThang
11281,300,Chi Lăng Bắc,Xã,ChiLangBac
11284,300,Chi Lăng Nam,Xã,ChiLangNam
11287,300,Thanh Giang,Xã,ThanhGiang
11293,300,Hồng Phong,Xã,HongPhong
11296,303,Quán Toan,Phường,QuanToan
11299,303,Hùng Vương,Phường,HungVuong
11302,303,Sở Dầu,Phường,SoDau
11305,303,Thượng Lý,Phường,ThuongLy
11308,303,Hạ Lý,Phường,HaLy
11311,303,Minh Khai,Phường,MinhKhai
11314,303,Trại Chuối,Phường,TraiChuoi
11320,303,Hoàng Văn Thụ,Phường,HoangVanThu
11323,303,Phan Bội Châu,Phường,PhanBoiChau
11329,304,Máy Chai,Phường,MayChai
11332,304,Máy Tơ,Phường,MayTo
11335,304,Vạn Mỹ,Phường,VanMy
11338,304,Cầu Tre,Phường,CauTre
11341,304,Lạc Viên,Phường,LacVien
11344,304,Cầu Đất,Phường,CauDat
11347,304,Gia Viên,Phường,GiaVien
11350,304,Đông Khê,Phường,DongKhe
11356,304,Lê Lợi,Phường,LeLoi
11359,304,Đằng Giang,Phường,DangGiang
11362,304,Lạch Tray,Phường,LachTray
11365,304,Đổng Quốc Bình,Phường,DongQuocBinh
11368,305,Cát Dài,Phường,CatDai
11371,305,An Biên,Phường,AnBien
11374,305,Lam Sơn,Phường,LamSon
11377,305,An Dương,Phường,AnDuong
11380,305,Trần Nguyên Hãn,Phường,TranNguyenHan
11383,305,Hồ Nam,Phường,HoNam
11386,305,Trại Cau,Phường,TraiCau
11389,305,Dư Hàng,Phường,DuHang
11392,305,Hàng Kênh,Phường,HangKenh
11395,305,Đông Hải,Phường,DongHai
11398,305,Niệm Nghĩa,Phường,NiemNghia
11401,305,Nghĩa Xá,Phường,NghiaXa
11404,305,Dư Hàng Kênh,Phường,DuHangKenh
11405,305,Kênh Dương,Phường,KenhDuong
11407,305,Vĩnh Niệm,Phường,VinhNiem
11410,306,Đông Hải 1,Phường,DongHai1
11411,306,Đông Hải 2,Phường,DongHai2
11413,306,Đằng Lâm,Phường,DangLam
11414,306,Thành Tô,Phường,ThanhTo
11416,306,Đằng Hải,Phường,DangHai
11419,306,Nam Hải,Phường,NamHai
11422,306,Cát Bi,Phường,CatBi
11425,306,Tràng Cát,Phường,TrangCat
11428,307,Quán Trữ,Phường,QuanTru
11429,307,Lãm Hà,Phường,LamHa
11431,307,Đồng Hoà,Phường,DongHoa
11434,307,Bắc Sơn,Phường,BacSon
11437,307,Nam Sơn,Phường,NamSon
11440,307,Ngọc Sơn,Phường,NgocSon
11443,307,Trần Thành Ngọ,Phường,TranThanhNgo
11446,307,Văn Đẩu,Phường,VanDau
11449,307,Phù Liễn,Phường,PhuLien
11452,307,Tràng Minh,Phường,TrangMinh
11455,308,Ngọc Xuyên,Phường,NgocXuyen
11458,308,Hải Sơn,Phường,HaiSon
11461,308,Vạn Hương,Phường,VanHuong
11465,308,Minh Đức,Phường,MinhDuc
11467,308,Bàng La,Phường,BangLa
11470,311,Núi Đèo,Thị trấn,NuiDeo
11473,311,Minh Đức,Thị trấn,MinhDuc
11476,311,Lại Xuân,Xã,LaiXuan
11479,311,An Sơn,Xã,AnSon
11482,311,Kỳ Sơn,Xã,KySon
11485,311,Liên Khê,Xã,LienKhe
11488,311,Lưu Kiếm,Xã,LuuKiem
11491,311,Lưu Kỳ,Xã,LuuKy
11494,311,Gia Minh,Xã,GiaMinh
11497,311,Gia Đức,Xã,GiaDuc
11500,311,Minh Tân,Xã,MinhTan
11503,311,Phù Ninh,Xã,PhuNinh
11506,311,Quảng Thanh,Xã,QuangThanh
11509,311,Chính Mỹ,Xã,ChinhMy
11512,311,Kênh Giang,Xã,KenhGiang
11515,311,Hợp Thành,Xã,HopThanh
11518,311,Cao Nhân,Xã,CaoNhan
11521,311,Mỹ Đồng,Xã,MyDong
11524,311,Đông Sơn,Xã,DongSon
11527,311,Hoà Bình,Xã,HoaBinh
11530,311,Trung Hà,Xã,TrungHa
11533,311,An Lư,Xã,AnLu
11536,311,Thuỷ Triều,Xã,ThuyTrieu
11539,311,Ngũ Lão,Xã,NguLao
11542,311,Phục Lễ,Xã,PhucLe
11545,311,Tam Hưng,Xã,TamHung
11548,311,Phả Lễ,Xã,PhaLe
11551,311,Lập Lễ,Xã,LapLe
11554,311,Kiền Bái,Xã,KienBai
11557,311,Thiên Hương,Xã,ThienHuong
11560,311,Thuỷ Sơn,Xã,ThuySon
11563,311,Thuỷ Đường,Xã,ThuyDuong
11566,311,Hoàng Động,Xã,HoangDong
11569,311,Lâm Động,Xã,LamDong
11572,311,Hoa Động,Xã,HoaDong
11575,311,Tân Dương,Xã,TanDuong
11578,311,Dương Quan,Xã,DuongQuan
11581,312,An Dương,Thị trấn,AnDuong
11584,312,Lê Thiện,Xã,LeThien
11587,312,Đại Bản,Xã,DaiBan
11590,312,An Hoà,Xã,AnHoa
11593,312,Hồng Phong,Xã,HongPhong
11596,312,Tân Tiến,Xã,TanTien
11599,312,An Hưng,Xã,AnHung
11602,312,An Hồng,Xã,AnHong
11605,312,Bắc Sơn,Xã,BacSon
11608,312,Nam Sơn,Xã,NamSon
11611,312,Lê Lợi,Xã,LeLoi
11614,312,Đặng Cương,Xã,DangCuong
11617,312,Đồng Thái,Xã,DongThai
11620,312,Quốc Tuấn,Xã,QuocTuan
11623,312,An Đồng,Xã,AnDong
11626,312,Hồng Thái,Xã,HongThai
11629,313,An Lão,Thị trấn,AnLao
11632,313,Bát Trang,Xã,BatTrang
11635,313,Trường Thọ,Xã,TruongTho
11638,313,Trường Thành,Xã,TruongThanh
11641,313,An Tiến,Xã,AnTien
11644,313,Quang Hưng,Xã,QuangHung
11647,313,Quang Trung,Xã,QuangTrung
11650,313,Quốc Tuấn,Xã,QuocTuan
11653,313,An Thắng,Xã,AnThang
11656,313,Trường Sơn,Thị trấn,TruongSon
11659,313,Tân Dân,Xã,TanDan
11662,313,Thái Sơn,Xã,ThaiSon
11665,313,Tân Viên,Xã,TanVien
11668,313,Mỹ Đức,Xã,MyDuc
11671,313,Chiến Thắng,Xã,ChienThang
11674,313,An Thọ,Xã,AnTho
11677,313,An Thái,Xã,AnThai
11680,314,Núi Đối,Thị trấn,NuiDoi
11683,309,Đa Phúc,Phường,DaPhuc
11686,309,Hưng Đạo,Phường,HungDao
11689,309,Anh Dũng,Phường,AnhDung
11692,309,Hải Thành,Phường,HaiThanh
11695,314,Đông Phương,Xã,DongPhuong
11698,314,Thuận Thiên,Xã,ThuanThien
11701,314,Hữu Bằng,Xã,HuuBang
11704,314,Đại Đồng,Xã,DaiDong
11707,309,Hoà Nghĩa,Phường,HoaNghia
11710,314,Ngũ Phúc,Xã,NguPhuc
11713,314,Kiến Quốc,Xã,KienQuoc
11716,314,Du Lễ,Xã,DuLe
11719,314,Thuỵ Hương,Xã,ThuyHuong
11722,314,Thanh Sơn,Xã,ThanhSon
11725,314,Minh Tân,Xã,MinhTan
11728,314,Đại Hà,Xã,DaiHa
11731,314,Ngũ Đoan,Xã,NguDoan
11734,314,Tân Phong,Xã,TanPhong
11737,308,Hợp Đức,Phường,HopDuc
11740,309,Tân Thành,Phường,TanThanh
11743,314,Tân Trào,Xã,TanTrao
11746,314,Đoàn Xá,Xã,DoanXa
11749,314,Tú Sơn,Xã,TuSon
11752,314,Đại Hợp,Xã,DaiHop
11755,315,Tiên Lãng,Thị trấn,TienLang
11758,315,Đại Thắng,Xã,DaiThang
11761,315,Tiên Cường,Xã,TienCuong
11764,315,Tự Cường,Xã,TuCuong
11770,315,Quyết Tiến,Xã,QuyetTien
11773,315,Khởi Nghĩa,Xã,KhoiNghia
11776,315,Tiên Thanh,Xã,TienThanh
11779,315,Cấp Tiến,Xã,CapTien
11782,315,Kiến Thiết,Xã,KienThiet
11785,315,Đoàn Lập,Xã,DoanLap
11788,315,Bạch Đằng,Xã,BachDang
11791,315,Quang Phục,Xã,QuangPhuc
11794,315,Toàn Thắng,Xã,ToanThang
11797,315,Tiên Thắng,Xã,TienThang
11800,315,Tiên Minh,Xã,TienMinh
11803,315,Bắc Hưng,Xã,BacHung
11806,315,Nam Hưng,Xã,NamHung
11809,315,Hùng Thắng,Xã,HungThang
11812,315,Tây Hưng,Xã,TayHung
11815,315,Đông Hưng,Xã,DongHung
11821,315,Vinh Quang,Xã,VinhQuang
11824,316,Vĩnh Bảo,Thị trấn,VinhBao
11827,316,Dũng Tiến,Xã,DungTien
11830,316,Giang Biên,Xã,GiangBien
11833,316,Thắng Thuỷ,Xã,ThangThuy
11836,316,Trung Lập,Xã,TrungLap
11839,316,Việt Tiến,Xã,VietTien
11842,316,Vĩnh An,Xã,VinhAn
